"Color","Id","Weight"
c3ffcf475f336ec5a07622c3c0ed8af6,c0d4fd3cb44fb511bd5c6725a87f46f3,231015
c3ffcf475f336ec5a07622c3c0ed8af6,e585f85622cc948db752e632b85d8580,220193
c3ffcf475f336ec5a07622c3c0ed8af6,465cfcf357447d3c3a05af5ae15fa251,134983
c3ffcf475f336ec5a07622c3c0ed8af6,22c89adf73234a1bd7947f90ebbe990c,102512
c3ffcf475f336ec5a07622c3c0ed8af6,80ca7638ad6e464c3cf190f711b946ef,69125
c3ffcf475f336ec5a07622c3c0ed8af6,40fa68f148f441ce6b063826ca87d553,38181
c3ffcf475f336ec5a07622c3c0ed8af6,27d015233f6b93983a4dccc2a9042daf,4493
c3ffcf475f336ec5a07622c3c0ed8af6,2ef032d263479049c10cbf6c7383bc4c,3928
c3ffcf475f336ec5a07622c3c0ed8af6,05de43248df019bcbe7d6d2dca806a41,3680
c3ffcf475f336ec5a07622c3c0ed8af6,de1f49ca70903f0ffedd54db61c61588,3612
c3ffcf475f336ec5a07622c3c0ed8af6,2d91a153ac26e8f4d5805b616cd8af43,3017
c3ffcf475f336ec5a07622c3c0ed8af6,fe74b8604a3fad67d9dfe6824bcfda01,2541
c3ffcf475f336ec5a07622c3c0ed8af6,a4c2a88961004debfa6d3811c688922b,2495
c3ffcf475f336ec5a07622c3c0ed8af6,96cdf5f9771d633c6a27ee615cdc3c7e,2153
c3ffcf475f336ec5a07622c3c0ed8af6,3ff4235ef02387aa897aca1fd123285b,343
c3ffcf475f336ec5a07622c3c0ed8af6,207049b7fc90f8862221925524e85cb6,104
c3ffcf475f336ec5a07622c3c0ed8af6,bdc38b949f7fcf8383edc12cb7c9d945,71
c3ffcf475f336ec5a07622c3c0ed8af6,04874a5811c7c82ba8be17ca11135b20,67
c3ffcf475f336ec5a07622c3c0ed8af6,c9cde75c8381d585545f756260588288,67
c3ffcf475f336ec5a07622c3c0ed8af6,a07a936259b3be23a95a2fde21006c3c,67
c3ffcf475f336ec5a07622c3c0ed8af6,4a0d6181846f7655defd8e944993888a,56
c3ffcf475f336ec5a07622c3c0ed8af6,1e258b1ed06248076a4e0a6e6b4be727,56
c3ffcf475f336ec5a07622c3c0ed8af6,17719c098b7b010782a9de7c6d0d93ec,52
c3ffcf475f336ec5a07622c3c0ed8af6,c02ed2e0df4fe5d95f3a9b06f6f05376,51
c3ffcf475f336ec5a07622c3c0ed8af6,a7cb5a3d0f627a13b61a4322e45b2d0e,50
c3ffcf475f336ec5a07622c3c0ed8af6,e7eb33349ff8901a4e9f9f9a24aa42c3,48
c3ffcf475f336ec5a07622c3c0ed8af6,bd07ac5faf0054b8f5badc0a120ba93a,46
c3ffcf475f336ec5a07622c3c0ed8af6,537cf026fe1855c04503ce89efe6ac25,42
c3ffcf475f336ec5a07622c3c0ed8af6,c7e25ba57f112817efdedc8e7bb69c6e,41
c3ffcf475f336ec5a07622c3c0ed8af6,4eb2fa5389bb72f04e288ee271d388db,40
c3ffcf475f336ec5a07622c3c0ed8af6,026e5b33dc33d1022893a0e7d6c52bb8,40
c3ffcf475f336ec5a07622c3c0ed8af6,7ed3f7e9461500abdee4c8fe2d9d0b92,39
c3ffcf475f336ec5a07622c3c0ed8af6,8b76634024061f5e6c0390763baf3807,39
c3ffcf475f336ec5a07622c3c0ed8af6,7b8094c572623cfc49916a387374d59b,39
c3ffcf475f336ec5a07622c3c0ed8af6,7ff6557236b86f475a3dd7584b7f648e,39
c3ffcf475f336ec5a07622c3c0ed8af6,896c7358f9402f509aae6c9eda9df4ad,38
c3ffcf475f336ec5a07622c3c0ed8af6,ecdf37de9fbef351a4d48a7ce89e95d8,36
c3ffcf475f336ec5a07622c3c0ed8af6,625aaa6e3f80b57af838f0cbf7a329fb,34
c3ffcf475f336ec5a07622c3c0ed8af6,b07b64e24de1f2ddd04b3338eb665659,33
c3ffcf475f336ec5a07622c3c0ed8af6,a0e98169469f3efe19206600cb68aded,32
c3ffcf475f336ec5a07622c3c0ed8af6,6e23ccfe26a7d43a2d0d2b96d1ae56ad,32
c3ffcf475f336ec5a07622c3c0ed8af6,26617e5e30673f6c1f64f9688f91728b,2
c3ffcf475f336ec5a07622c3c0ed8af6,725c73e6fe58a709ad975a650e14ffe3,1
c3ffcf475f336ec5a07622c3c0ed8af6,4a8ce5a965903df1c46110e224efbeb1,1
c3ffcf475f336ec5a07622c3c0ed8af6,96650ae2cdb2cd85d5bb6b86f8c931cd,1
c3ffcf475f336ec5a07622c3c0ed8af6,6329814c952c8dec2beb5916bfe2c1f2,1
d3a82c7478dbb4a0c5a39204bdfba0ac,8d92afed9fd6c79a7200790272bf71e4,83787
d3a82c7478dbb4a0c5a39204bdfba0ac,9055889f42b24055aff1c4b4ae130955,26405
316399dce4c8f801fdecfd99191390c4,726019e41a2b4af151a48c2328efcda9,1371391
316399dce4c8f801fdecfd99191390c4,8c5319979fddb18448f0e52ef869f584,917393
316399dce4c8f801fdecfd99191390c4,8251d3e2dd4a1280f805b8cc52b0de6a,669429
316399dce4c8f801fdecfd99191390c4,0f99a80e557aa6ba8d416808a8cdc4c2,449294
316399dce4c8f801fdecfd99191390c4,3a56caa4071c55146b3fb24ada34e1f9,231247
316399dce4c8f801fdecfd99191390c4,2e0d4912b8aac44654d3ba5ff5853afa,229570
316399dce4c8f801fdecfd99191390c4,c9fb69e0be1c78f16dc544607ee05b56,212378
316399dce4c8f801fdecfd99191390c4,ac75dc97cac3156b93b88518d6832a7a,151315
316399dce4c8f801fdecfd99191390c4,9bea8edcb62a4eef9a892b03c27f59e5,119384
316399dce4c8f801fdecfd99191390c4,ed9c9b6660f2f565b07a45532000958f,104854
316399dce4c8f801fdecfd99191390c4,8afc36afbddcf25c3ceb1c3b3557c87b,96455
316399dce4c8f801fdecfd99191390c4,7d9289057b90b2a0d800da265231ed98,87497
316399dce4c8f801fdecfd99191390c4,ebca4171151226761b3094f4714712b0,80702
316399dce4c8f801fdecfd99191390c4,0ffc6d04edebdc0ac9708ee6c3933b8a,59934
316399dce4c8f801fdecfd99191390c4,17c542b12f70a47bb8c883d5b7cd6dee,59855
316399dce4c8f801fdecfd99191390c4,544d11f4137415454ebe449abbdb6af4,51976
316399dce4c8f801fdecfd99191390c4,f1b77a249b9d8e760f9c5297f9a22276,34834
316399dce4c8f801fdecfd99191390c4,18561774c0f290cc09fd5e9c04ee180b,11644
316399dce4c8f801fdecfd99191390c4,149dd682abc6589cc90760b54704a06f,8955
316399dce4c8f801fdecfd99191390c4,ed2b2146b930f9cc260babf7f308ace4,8306
316399dce4c8f801fdecfd99191390c4,c46cca84d9e5ef0937ed5e474ac013ae,7692
316399dce4c8f801fdecfd99191390c4,24276435ae61b545a4bd093e8d9ca3e0,6977
316399dce4c8f801fdecfd99191390c4,60f21b68624423c396aed363bdd989ad,5984
316399dce4c8f801fdecfd99191390c4,40f700f96ae3b17d641efa7b9d7a7a9a,5231
316399dce4c8f801fdecfd99191390c4,53fc00ded822c5c8aa6f7d25f26858ff,4961
316399dce4c8f801fdecfd99191390c4,eb1c797804f4869fc56849c11dc290e8,4740
316399dce4c8f801fdecfd99191390c4,f66cd55404f317e2081fdcf14b822d84,4047
316399dce4c8f801fdecfd99191390c4,08fe1616934cdb06400c0537e8e8946c,3885
316399dce4c8f801fdecfd99191390c4,67a9a954aeabb7f96188170de93432d3,3748
316399dce4c8f801fdecfd99191390c4,d19ed9aa760fc2490e05e8f47765bc1c,3436
316399dce4c8f801fdecfd99191390c4,980fd066130fde37f25bfc35b6de222e,2864
316399dce4c8f801fdecfd99191390c4,f87a9564d011ae20359a984322c7d384,2851
316399dce4c8f801fdecfd99191390c4,13214e6165f52f84e3ea19a9e506564a,2740
316399dce4c8f801fdecfd99191390c4,7bd213f5a340404967da60cdf7ee4f82,2626
316399dce4c8f801fdecfd99191390c4,470433aa634fd00dd3753f8fc806a9ee,2037
316399dce4c8f801fdecfd99191390c4,f9a50522d81508e48a6295ef347084ef,773
316399dce4c8f801fdecfd99191390c4,8fa81f48e514c15e56d4263ee4582036,668
316399dce4c8f801fdecfd99191390c4,9079138410135c73ae72766b8743093d,153
316399dce4c8f801fdecfd99191390c4,49d755081eb79fde30c849d4cb24ed2f,93
316399dce4c8f801fdecfd99191390c4,c6e4f6d98367e5ac73b0b542225fe99a,88
316399dce4c8f801fdecfd99191390c4,aa30f9c26ad0d866cbec90d117dec6ba,57
316399dce4c8f801fdecfd99191390c4,c9f8a2a61742d9a7d5c31bbe44d5ff7c,54
316399dce4c8f801fdecfd99191390c4,4d5b9cbab497918864f424621aca1c87,54
316399dce4c8f801fdecfd99191390c4,6b0bd84d2f4d05d62c71465d80949764,52
316399dce4c8f801fdecfd99191390c4,219dcc4bf2ef2b81fc1fbebdbe66dbaf,50
316399dce4c8f801fdecfd99191390c4,6f4dcc815e7ad40c5ca40c62d5858aca,49
316399dce4c8f801fdecfd99191390c4,ac43c160613f1e1634b2b1c235a71ba9,47
316399dce4c8f801fdecfd99191390c4,5ff4a10ba6af84afc05bf8cd01e6cb9e,45
316399dce4c8f801fdecfd99191390c4,8ae73a4b5ab2684c18611bcf26781ae5,42
316399dce4c8f801fdecfd99191390c4,27ae3858b8d717f8b96330f49513d78c,34
316399dce4c8f801fdecfd99191390c4,301827f68687608ed335c8efde23c7ad,31
316399dce4c8f801fdecfd99191390c4,6007824119f0a88ee2bacdbd3dad42aa,31
316399dce4c8f801fdecfd99191390c4,01c01f7df091502dcbc38b5f98d70bd9,19
316399dce4c8f801fdecfd99191390c4,f63fc9dfa265b427b599f9e55a974b6f,9
316399dce4c8f801fdecfd99191390c4,4cc35bed61fa2df220243c4ebc5c06ec,8
316399dce4c8f801fdecfd99191390c4,5b316df0c3ae156e7ff5e39c58b26c63,7
316399dce4c8f801fdecfd99191390c4,e70abaac8cbdc5bab1ad66d7028b7dcc,7
316399dce4c8f801fdecfd99191390c4,a7ee33910126706da095795645b01aec,6
316399dce4c8f801fdecfd99191390c4,e189873a25bf47acbfbcf674cccbbd39,5
316399dce4c8f801fdecfd99191390c4,f6d6a609705151abe7ed4d3b86fd2dbe,1
316399dce4c8f801fdecfd99191390c4,3f712fce0b77b991cadf288f4771a4ca,0
8f417cadf85cefcf553f0d7f955ac5ca,55249f36eaa4f7760a716ec86afd511d,100991
8f417cadf85cefcf553f0d7f955ac5ca,33cb0c05ee99a3ac7d3439bfca8a2435,41715
8f417cadf85cefcf553f0d7f955ac5ca,ad1b8fd4e0625d2bf8236a935b18d3a0,25697
8f417cadf85cefcf553f0d7f955ac5ca,e7f3e15ba7f72c016c83967231deaefa,3733
45a59a67793f32a9a35a71e695e5e3fb,ff869e1edf72eec29d8343981b452387,130054
45a59a67793f32a9a35a71e695e5e3fb,e81eb6b6cc589515e5fc99c63db0ade1,24713
45a59a67793f32a9a35a71e695e5e3fb,50f525b0929f883a0e0b0812ff7e759f,16168
45a59a67793f32a9a35a71e695e5e3fb,a39c4545b5dd24e2d77ce6b8f0821019,3601
5d562f730c7b08fe8f7758423349cddf,2b2cd946f0f32c78deeebc0d00cd978f,66412
5d562f730c7b08fe8f7758423349cddf,2e3d9ac677c32d95c83195b6c9e9df29,22774
5d562f730c7b08fe8f7758423349cddf,15dced2007e4e173665e69db29409145,11363
5d562f730c7b08fe8f7758423349cddf,b2bca4d3cc09aac8ac78ec07954eb860,4389
c80fea0bff6ca20453b88a5e59c225df,61110bfc325ffd884e4d9f26b458f5d3,66220
c80fea0bff6ca20453b88a5e59c225df,ac0d7320b8a7111a6eff10ad28d17e2a,24895
c80fea0bff6ca20453b88a5e59c225df,e2f8d214b82a700487baad7f27399e59,10879
c80fea0bff6ca20453b88a5e59c225df,d867e4c28ee50116a18d5bd6c5ff84de,5384
ec73591d091c2e67a6ed754446015d43,bdc365c21f88d3ba312814ec2f68a813,79591
ec73591d091c2e67a6ed754446015d43,4f2fc23c4b84537589ff7ca82d9ff3c6,4916
ec73591d091c2e67a6ed754446015d43,8b5d4b1300fe8b402082c7c0dc18dba0,4784
ec73591d091c2e67a6ed754446015d43,d943c8c25d7bd4c96f8c8ea6cd092464,183
ff9e8c403e06398fb1d5c8956e10d927,6dfd8d8914998b389bf8313d1d3857dc,278546
ff9e8c403e06398fb1d5c8956e10d927,9e91a6728103aa533fb98cd59c9a078c,238137
ff9e8c403e06398fb1d5c8956e10d927,2c4546d7a719583f1cb47fd5b9eda3b4,195255
ff9e8c403e06398fb1d5c8956e10d927,e98c80975c5d25f0300b488d2dd3b5d2,175015
ff9e8c403e06398fb1d5c8956e10d927,e3b25f0e0864c9b1bd3c4fd388a5c079,117061
ff9e8c403e06398fb1d5c8956e10d927,747a6b7c495c8853bf0fa558b0dd422e,97408
ff9e8c403e06398fb1d5c8956e10d927,68bd06b28d4c86991992fb87c0ce18ec,3970
ff9e8c403e06398fb1d5c8956e10d927,f9aeceb94d783bfe487c91400c3809a7,3842
ff9e8c403e06398fb1d5c8956e10d927,7908799874947b8bed8f33e7f9cc958b,3775
ff9e8c403e06398fb1d5c8956e10d927,4c9e5052dc6aa539914dcd26f50e957e,3488
ff9e8c403e06398fb1d5c8956e10d927,a7957a30310c01851d676c319c883b4d,3457
ff9e8c403e06398fb1d5c8956e10d927,57b7e63c7bc22f79fe2bc46bb4d68af2,3096
ff9e8c403e06398fb1d5c8956e10d927,08eb5506f06de01974b317ba9b76ea32,3087
ff9e8c403e06398fb1d5c8956e10d927,3f5e5de102f670ef974d3279990518e8,2925
